 capri_step pdb run acc_top1 acc_top5 acc_top10 acc_top20 acc_top48 med_top1 med_top5 med_top10 med_top20 med_top48 high_top1 high_top5 high_top10 high_top20 high_top48
18 3 7s0b run-bound-Para-Epi-mpi-50-50 1 5 10 18 25 1 5 10 15 15 1 5 10 15 15
19 3 7s0b run-bound-CDR-EpiVag-mpi-50-50 1 2 2 3 4 1 2 2 2 2 1 1 1 1 1
20 3 7s0b run-bound-CDR-EpiVag-AA-mpi-50-50 1 5 5 6 6 1 5 5 5 5 0 0 0 0 0
21 3 7qu2 run-bound-Para-Epi-mpi-50-50 1 5 10 19 38 1 5 10 19 29 1 5 10 19 29
22 3 7qu2 run-bound-CDR-EpiVag-mpi-50-50 1 3 3 3 4 1 2 2 2 2 1 2 2 2 2
23 3 7qu2 run-bound-CDR-EpiVag-AA-mpi-50-50 1 1 1 2 8 1 1 1 1 1 1 1 1 1 1
24 3 7nx3 run-bound-Para-Epi-mpi-50-50 1 5 10 16 18 1 5 10 15 15 1 5 10 15 15
25 3 7nx3 run-bound-CDR-EpiVag-mpi-50-50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
26 3 7nx3 run-bound-CDR-EpiVag-AA-mpi-50-50 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
27 3 7lfb run-bound-Para-Epi-mpi-50-50 1 5 10 20 27 1 5 10 20 27 1 5 10 19 25
28 3 7lfb run-bound-CDR-EpiVag-mpi-50-50 1 5 10 14 15 1 5 10 13 13 1 5 10 13 13
29 3 7lfb run-bound-CDR-EpiVag-AA-mpi-50-50 1 5 10 20 22 1 5 10 20 21 1 5 10 20 21
30 3 7m3n run-bound-Para-Epi-mpi-50-50 1 5 10 20 33 1 5 9 19 30 1 4 8 18 25
31 3 7m3n run-bound-CDR-EpiVag-mpi-50-50 0 1 1 1 4 0 1 1 1 1 0 1 1 1 1
32 3 7m3n run-bound-CDR-EpiVag-AA-mpi-50-50 0 1 4 6 7 0 1 3 4 4 0 1 1 1 1
33 3 7mzf run-bound-Para-Epi-mpi-50-50 1 5 10 15 20 1 5 10 10 10 1 5 8 8 8
34 3 7mzf run-bound-CDR-EpiVag-mpi-50-50 1 1 1 2 2 1 1 1 1 1 0 0 0 0 0
35 3 7mzf run-bound-CDR-EpiVag-AA-mpi-50-50 1 4 4 4 6 1 2 2 2 2 1 1 1 1 1
39 3 7pr0 run-bound-Para-Epi-mpi-50-50 1 5 10 17 20 1 5 10 15 15 1 5 10 15 15
40 3 7pr0 run-bound-CDR-EpiVag-mpi-50-50 0 1 1 2 2 0 1 1 1 1 0 0 0 0 0
41 3 7pr0 run-bound-CDR-EpiVag-AA-mpi-50-50 0 2 2 2 4 0 2 2 2 3 0 2 2 2 3
42 3 7mzh run-bound-Para-Epi-mpi-50-50 1 5 10 18 25 1 5 10 18 25 0 4 8 16 22
43 3 7mzh run-bound-CDR-EpiVag-mpi-50-50 0 3 8 16 23 0 3 8 16 23 0 0 1 7 8
44 3 7mzh run-bound-CDR-EpiVag-AA-mpi-50-50 0 0 2 3 14 0 0 2 3 10 0 0 0 0 0
45 3 7e5o run-bound-Para-Epi-mpi-50-50 1 5 10 20 39 1 5 10 20 36 1 5 10 20 36
46 3 7e5o run-bound-CDR-EpiVag-mpi-50-50 1 1 1 3 4 1 1 1 1 1 1 1 1 1 1
47 3 7e5o run-bound-CDR-EpiVag-AA-mpi-50-50 1 5 5 6 8 1 5 5 5 5 1 5 5 5 5
48 3 7qnw run-bound-Para-Epi-mpi-50-50 1 5 10 20 41 1 5 10 20 37 1 5 10 20 37
49 3 7qnw run-bound-CDR-EpiVag-mpi-50-50 0 3 4 8 22 0 2 3 6 14 0 2 2 5 13
50 3 7qnw run-bound-CDR-EpiVag-AA-mpi-50-50 0 2 5 9 28 0 0 3 5 19 0 0 2 4 18
51 3 7k9j run-bound-Para-Epi-mpi-50-50 1 5 10 18 21 1 5 10 18 19 1 5 10 17 18
52 3 7k9j run-bound-CDR-EpiVag-mpi-50-50 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0
53 3 7k9j run-bound-CDR-EpiVag-AA-mpi-50-50 0 0 0 1 2 0 0 0 1 1 0 0 0 0 0
54 3 7qny run-bound-Para-Epi-mpi-50-50 1 5 10 20 31 1 5 10 20 28 1 5 10 20 24
55 3 7qny run-bound-CDR-EpiVag-mpi-50-50 0 1 1 1 1 0 1 1 1 1 0 0 0 0 0
56 3 7qny run-bound-CDR-EpiVag-AA-mpi-50-50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
57 3 7mzi run-bound-Para-Epi-mpi-50-50 1 5 10 19 24 1 5 10 19 21 1 5 9 17 17
58 3 7mzi run-bound-CDR-EpiVag-mpi-50-50 1 3 7 7 7 1 3 3 3 3 1 2 2 2 2
59 3 7mzi run-bound-CDR-EpiVag-AA-mpi-50-50 1 5 10 19 22 1 5 9 16 16 0 0 0 2 2
60 3 7e9b run-bound-Para-Epi-mpi-50-50 1 5 10 18 23 1 5 10 17 18 1 5 10 17 17
61 3 7e9b run-bound-CDR-EpiVag-mpi-50-50 1 5 8 10 10 1 5 7 8 8 1 5 7 7 7
62 3 7e9b run-bound-CDR-EpiVag-AA-mpi-50-50 1 5 10 16 18 1 5 10 11 12 1 5 10 11 11
63 3 7r8l run-bound-Para-Epi-mpi-50-50 1 5 10 20 36 1 5 10 20 28 1 5 10 20 26
64 3 7r8l run-bound-CDR-EpiVag-mpi-50-50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
65 3 7r8l run-bound-CDR-EpiVag-AA-mpi-50-50 1 5 7 7 8 1 5 7 7 7 1 5 7 7 7
66 3 7mzg run-bound-Para-Epi-mpi-50-50 1 5 10 18 27 1 5 10 18 18 1 5 10 18 18
67 3 7mzg run-bound-CDR-EpiVag-mpi-50-50 1 1 1 2 2 0 0 0 0 0 0 0 0 0 0
68 3 7mzg run-bound-CDR-EpiVag-AA-mpi-50-50 1 5 5 7 10 1 5 5 6 6 1 5 5 5 5
69 3 7daa run-bound-Para-Epi-mpi-50-50 1 5 10 20 28 1 5 10 20 24 1 5 10 20 22
70 3 7daa run-bound-CDR-EpiVag-mpi-50-50 0 2 2 2 3 0 0 0 0 0 0 0 0 0 0
71 3 7daa run-bound-CDR-EpiVag-AA-mpi-50-50 1 1 1 2 4 1 1 1 2 2 1 1 1 1 1
72 3 7ps2 run-bound-Para-Epi-mpi-50-50 1 5 9 17 29 0 4 8 15 20 0 4 7 13 17
73 3 7ps2 run-bound-CDR-EpiVag-mpi-50-50 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
74 3 7ps2 run-bound-CDR-EpiVag-AA-mpi-50-50 0 2 4 8 9 0 2 3 4 4 0 1 1 1 1
75 3 7si0 run-bound-Para-Epi-mpi-50-50 1 5 10 18 27 1 5 10 14 16 1 5 9 13 13
76 3 7si0 run-bound-CDR-EpiVag-mpi-50-50 1 1 1 1 3 1 1 1 1 1 0 0 0 0 0
77 3 7si0 run-bound-CDR-EpiVag-AA-mpi-50-50 0 1 1 1 3 0 1 1 1 1 0 0 0 0 0
78 3 7e72 run-bound-Para-Epi-mpi-50-50 1 5 10 20 27 1 5 10 19 22 1 5 10 18 19
79 3 7e72 run-bound-CDR-EpiVag-mpi-50-50 1 1 1 2 5 1 1 1 1 1 1 1 1 1 1
80 3 7e72 run-bound-CDR-EpiVag-AA-mpi-50-50 1 4 8 14 16 1 3 3 3 3 1 3 3 3 3
81 3 7or9 run-bound-Para-Epi-mpi-50-50 1 5 10 20 30 1 5 10 20 29 0 2 6 15 24
82 3 7or9 run-bound-CDR-EpiVag-mpi-50-50 1 5 10 16 17 1 5 10 15 15 0 3 7 10 10
83 3 7or9 run-bound-CDR-EpiVag-AA-mpi-50-50 1 5 10 18 30 1 5 10 18 29 0 0 2 5 9
84 3 7vux run-bound-Para-Epi-mpi-50-50 1 5 10 20 33 1 5 10 20 28 1 5 10 19 23
85 3 7vux run-bound-CDR-EpiVag-mpi-50-50 1 5 8 9 12 1 4 7 7 7 1 4 6 6 6
86 3 7vux run-bound-CDR-EpiVag-AA-mpi-50-50 1 5 9 14 25 1 4 6 10 12 1 4 6 7 7
87 3 7ps4 run-bound-Para-Epi-mpi-50-50 1 5 10 20 33 1 5 10 20 31 1 5 10 20 31
88 3 7ps4 run-bound-CDR-EpiVag-mpi-50-50 1 4 4 5 5 1 2 2 2 2 1 2 2 2 2
89 3 7ps4 run-bound-CDR-EpiVag-AA-mpi-50-50 1 3 7 11 14 1 3 7 9 9 1 3 7 9 9
90 3 7bbj run-bound-Para-Epi-mpi-50-50 1 5 10 20 30 1 5 10 19 26 1 5 10 19 26
91 3 7bbj run-bound-CDR-EpiVag-mpi-50-50 1 5 10 16 22 1 5 10 15 20 1 5 9 14 15
92 3 7bbj run-bound-CDR-EpiVag-AA-mpi-50-50 1 4 9 17 26 1 4 9 16 22 1 4 8 14 14
93 3 7sem run-bound-Para-Epi-mpi-50-50 1 5 10 20 34 1 5 10 20 28 1 5 10 20 27
94 3 7sem run-bound-CDR-EpiVag-mpi-50-50 1 5 10 20 27 1 5 10 20 25 1 3 6 9 11
95 3 7sem run-bound-CDR-EpiVag-AA-mpi-50-50 1 5 10 20 24 1 5 10 20 20 0 0 1 2 2
96 3 7phw run-bound-Para-Epi-mpi-50-50 1 5 10 20 38 1 5 10 19 32 1 5 10 16 22
97 3 7phw run-bound-CDR-EpiVag-mpi-50-50 1 5 7 14 24 1 5 7 14 18 0 0 0 1 1
98 3 7phw run-bound-CDR-EpiVag-AA-mpi-50-50 1 4 9 15 20 1 4 9 15 17 0 0 0 0 0
99 3 7s11 run-bound-Para-Epi-mpi-50-50 1 5 10 20 35 1 5 10 20 29 1 3 8 18 24
100 3 7s11 run-bound-CDR-EpiVag-mpi-50-50 1 5 9 13 22 1 5 9 12 18 0 1 2 3 5
101 3 7s11 run-bound-CDR-EpiVag-AA-mpi-50-50 1 4 9 18 38 1 4 9 18 32 0 0 0 0 0
102 3 7np1 run-bound-Para-Epi-mpi-50-50 1 5 10 19 30 1 5 10 19 24 1 5 10 16 16
103 3 7np1 run-bound-CDR-EpiVag-mpi-50-50 1 1 2 2 2 1 1 1 1 1 1 1 1 1 1
104 3 7np1 run-bound-CDR-EpiVag-AA-mpi-50-50 1 3 4 5 5 0 1 1 1 1 0 1 1 1 1
105 3 7cj2 run-bound-Para-Epi-mpi-50-50 1 5 10 20 31 1 5 10 20 29 1 5 10 20 28
106 3 7cj2 run-bound-CDR-EpiVag-mpi-50-50 1 5 9 10 10 1 5 9 10 10 1 5 9 9 9
107 3 7cj2 run-bound-CDR-EpiVag-AA-mpi-50-50 1 4 9 18 21 0 3 7 14 16 0 3 7 13 13
108 3 7n3i run-bound-Para-Epi-mpi-50-50 1 5 10 19 31 1 5 10 19 19 1 5 10 19 19
109 3 7n3i run-bound-CDR-EpiVag-mpi-50-50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
110 3 7n3i run-bound-CDR-EpiVag-AA-mpi-50-50 1 5 6 8 9 1 5 5 5 5 1 5 5 5 5
111 3 7rah run-bound-Para-Epi-mpi-50-50 1 5 10 19 26 1 5 10 16 16 1 5 10 14 14
112 3 7rah run-bound-CDR-EpiVag-mpi-50-50 1 5 10 20 31 1 5 10 20 23 0 2 3 6 6
113 3 7rah run-bound-CDR-EpiVag-AA-mpi-50-50 1 5 10 19 21 1 5 10 14 14 0 1 2 3 3
114 3 7n0u run-bound-Para-Epi-mpi-50-50 1 5 10 20 38 1 5 10 20 38 1 4 9 18 32
115 3 7n0u run-bound-CDR-EpiVag-mpi-50-50 0 1 2 2 2 0 1 2 2 2 0 1 1 1 1
116 3 7n0u run-bound-CDR-EpiVag-AA-mpi-50-50 1 5 10 14 15 1 5 10 13 13 1 5 10 13 13
117 3 7rks run-bound-Para-Epi-mpi-50-50 1 5 10 18 19 1 5 10 17 17 1 5 10 14 14
118 3 7rks run-bound-CDR-EpiVag-mpi-50-50 1 3 6 11 12 1 3 3 3 3 0 2 2 2 2
119 3 7rks run-bound-CDR-EpiVag-AA-mpi-50-50 1 5 10 15 22 1 5 10 13 13 0 1 5 8 8
120 3 7kn3 run-bound-Para-Epi-mpi-50-50 1 5 10 20 31 1 5 10 20 28 1 5 10 20 28
121 3 7kn3 run-bound-CDR-EpiVag-mpi-50-50 1 3 8 15 17 1 3 8 15 15 1 3 8 15 15
122 3 7kn3 run-bound-CDR-EpiVag-AA-mpi-50-50 0 0 0 3 7 0 0 0 3 6 0 0 0 3 6
123 3 7n4j run-bound-Para-Epi-mpi-50-50 1 5 10 20 42 1 5 10 20 39 1 5 10 19 37
124 3 7n4j run-bound-CDR-EpiVag-mpi-50-50 1 5 10 17 24 1 5 10 17 19 0 1 1 6 6
125 3 7n4j run-bound-CDR-EpiVag-AA-mpi-50-50 1 5 10 18 30 1 5 10 16 17 0 0 1 3 3
126 3 7rco run-bound-Para-Epi-mpi-50-50 1 5 10 20 29 1 5 10 20 22 1 5 10 20 22
127 3 7rco run-bound-CDR-EpiVag-mpi-50-50 1 5 7 10 19 1 5 7 9 12 1 4 4 4 6
128 3 7rco run-bound-CDR-EpiVag-AA-mpi-50-50 1 4 8 13 17 1 4 8 13 14 0 2 6 7 8
129 3 7lr4 run-bound-Para-Epi-mpi-50-50 1 5 10 20 38 1 5 9 17 33 1 3 7 13 25
130 3 7lr4 run-bound-CDR-EpiVag-mpi-50-50 1 5 10 16 20 1 5 9 12 12 0 0 0 1 1
131 3 7lr4 run-bound-CDR-EpiVag-AA-mpi-50-50 1 5 10 20 32 1 5 10 19 23 0 0 1 1 1
132 3 7lr3 run-bound-Para-Epi-mpi-50-50 1 5 10 20 40 1 5 10 19 32 0 1 4 8 17
133 3 7lr3 run-bound-CDR-EpiVag-mpi-50-50 1 5 8 9 11 1 5 7 8 8 1 3 4 4 4
134 3 7lr3 run-bound-CDR-EpiVag-AA-mpi-50-50 1 5 10 13 15 1 5 10 12 12 0 1 5 5 5
135 3 7qu1 run-bound-Para-Epi-mpi-50-50 1 5 10 20 45 1 5 10 20 36 1 5 10 19 31
136 3 7qu1 run-bound-CDR-EpiVag-mpi-50-50 1 4 9 17 25 0 0 1 1 1 0 0 1 1 1
137 3 7qu1 run-bound-CDR-EpiVag-AA-mpi-50-50 1 5 10 18 28 0 0 0 1 1 0 0 0 0 0
138 3 7rfb run-bound-Para-Epi-mpi-50-50 1 5 10 12 12 1 5 10 12 12 1 5 10 12 12
139 3 7rfb run-bound-CDR-EpiVag-mpi-50-50 1 5 9 11 12 1 5 9 10 10 1 3 5 5 5
140 3 7rfb run-bound-CDR-EpiVag-AA-mpi-50-50 1 5 7 7 7 1 5 7 7 7 1 4 4 4 4
141 3 7l7r run-bound-Para-Epi-mpi-50-50 1 5 10 20 29 1 5 10 20 25 1 5 9 18 20
142 3 7l7r run-bound-CDR-EpiVag-mpi-50-50 1 5 10 11 15 1 5 10 10 10 1 5 10 10 10
143 3 7l7r run-bound-CDR-EpiVag-AA-mpi-50-50 1 4 7 8 11 1 4 7 7 7 1 4 7 7 7
144 3 7pqy run-bound-Para-Epi-mpi-50-50 1 5 10 20 29 1 5 10 20 25 1 5 10 18 22
145 3 7pqy run-bound-CDR-EpiVag-mpi-50-50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
146 3 7pqy run-bound-CDR-EpiVag-AA-mpi-50-50 1 2 4 5 5 1 1 1 1 1 0 0 0 0 0
147 3 7msq run-bound-Para-Epi-mpi-50-50 1 4 9 19 34 1 4 9 18 23 1 4 9 15 17
148 3 7msq run-bound-CDR-EpiVag-mpi-50-50 0 1 1 2 2 0 1 1 1 1 0 1 1 1 1
149 3 7msq run-bound-CDR-EpiVag-AA-mpi-50-50 1 5 9 13 16 1 5 9 12 12 0 0 0 1 1
150 3 7mzk run-bound-Para-Epi-mpi-50-50 1 5 10 20 43 1 5 10 20 41 1 5 10 20 36
151 3 7mzk run-bound-CDR-EpiVag-mpi-50-50 0 0 1 2 6 0 0 1 1 4 0 0 1 1 4
152 3 7mzk run-bound-CDR-EpiVag-AA-mpi-50-50 0 0 1 4 9 0 0 1 2 3 0 0 0 1 2
153 3 7shz run-bound-Para-Epi-mpi-50-50 1 5 10 20 38 1 5 10 20 30 1 5 10 20 29
154 3 7shz run-bound-CDR-EpiVag-mpi-50-50 1 2 2 2 2 0 0 0 0 0 0 0 0 0 0
155 3 7shz run-bound-CDR-EpiVag-AA-mpi-50-50 1 3 3 3 3 1 2 2 2 2 0 0 0 0 0
156 3 7r89 run-bound-Para-Epi-mpi-50-50 0 3 6 16 32 0 2 5 15 30 0 2 5 13 27
157 3 7r89 run-bound-CDR-EpiVag-mpi-50-50 0 1 2 5 11 0 1 2 5 6 0 0 0 0 0
158 3 7r89 run-bound-CDR-EpiVag-AA-mpi-50-50 0 0 2 5 17 0 0 2 5 14 0 0 0 0 0
159 3 7lfa run-bound-Para-Epi-mpi-50-50 1 5 10 20 35 1 5 10 20 34 1 5 9 18 27
160 3 7lfa run-bound-CDR-EpiVag-mpi-50-50 1 4 9 15 27 0 3 8 13 20 0 2 6 10 10
161 3 7lfa run-bound-CDR-EpiVag-AA-mpi-50-50 0 4 8 15 29 0 4 8 15 25 0 3 5 9 10
162 3 7kyo run-bound-Para-Epi-mpi-50-50 1 5 10 20 34 1 5 10 19 20 1 5 10 19 19
163 3 7kyo run-bound-CDR-EpiVag-mpi-50-50 1 3 4 4 4 1 1 1 1 1 1 1 1 1 1
164 3 7kyo run-bound-CDR-EpiVag-AA-mpi-50-50 1 5 8 9 10 1 2 2 2 2 0 0 0 0 0
165 3 7o52 run-bound-Para-Epi-mpi-50-50 1 5 10 16 20 1 5 10 14 14 1 5 10 13 13
166 3 7o52 run-bound-CDR-EpiVag-mpi-50-50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
167 3 7o52 run-bound-CDR-EpiVag-AA-mpi-50-50 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
168 3 7mzj run-bound-Para-Epi-mpi-50-50 1 5 10 20 29 1 5 10 20 25 0 4 9 19 23
169 3 7mzj run-bound-CDR-EpiVag-mpi-50-50 1 3 3 4 8 1 3 3 3 3 1 3 3 3 3
170 3 7mzj run-bound-CDR-EpiVag-AA-mpi-50-50 1 5 10 13 17 1 5 10 11 11 0 2 6 6 6
171 3 7lf7 run-bound-Para-Epi-mpi-50-50 1 5 10 20 36 1 5 10 20 35 1 3 5 10 17
172 3 7lf7 run-bound-CDR-EpiVag-mpi-50-50 0 2 4 9 18 0 2 2 5 6 0 0 0 1 1
173 3 7lf7 run-bound-CDR-EpiVag-AA-mpi-50-50 0 0 0 4 18 0 0 0 1 5 0 0 0 0 1
174 3 7shu run-bound-Para-Epi-mpi-50-50 1 5 10 20 36 1 5 10 20 22 1 5 9 17 19
175 3 7shu run-bound-CDR-EpiVag-mpi-50-50 1 2 3 3 4 1 2 2 2 2 1 2 2 2 2
176 3 7shu run-bound-CDR-EpiVag-AA-mpi-50-50 1 3 3 5 5 1 3 3 3 3 1 1 1 1 1
177 3 7e3o run-bound-Para-Epi-mpi-50-50 1 5 10 20 27 1 5 10 19 23 1 5 10 19 21
178 3 7e3o run-bound-CDR-EpiVag-mpi-50-50 1 4 4 6 7 1 4 4 5 5 0 2 2 2 2
179 3 7e3o run-bound-CDR-EpiVag-AA-mpi-50-50 1 4 7 9 9 1 4 4 4 4 0 1 1 1 1
180 3 7ps6 run-bound-Para-Epi-mpi-50-50 1 5 10 20 45 1 5 10 20 43 1 5 10 20 42
181 3 7ps6 run-bound-CDR-EpiVag-mpi-50-50 1 3 4 11 17 1 3 4 10 14 1 3 3 6 8
182 3 7ps6 run-bound-CDR-EpiVag-AA-mpi-50-50 0 2 5 10 19 0 2 5 10 19 0 1 2 5 8
183 3 7kql run-bound-Para-Epi-mpi-50-50 1 5 10 16 21 1 5 10 16 17 1 5 10 16 17
184 3 7kql run-bound-CDR-EpiVag-mpi-50-50 0 0 1 1 2 0 0 1 1 1 0 0 0 0 0
185 3 7kql run-bound-CDR-EpiVag-AA-mpi-50-50 0 0 1 1 1 0 0 1 1 1 0 0 1 1 1
186 3 7bnv run-bound-Para-Epi-mpi-50-50 1 5 10 20 38 1 5 10 20 31 1 5 9 18 23
187 3 7bnv run-bound-CDR-EpiVag-mpi-50-50 1 5 7 9 10 1 4 6 8 8 1 3 4 4 4
188 3 7bnv run-bound-CDR-EpiVag-AA-mpi-50-50 0 3 4 10 12 0 3 4 10 11 0 0 1 3 3
189 3 7ps1 run-bound-Para-Epi-mpi-50-50 1 5 10 19 34 1 5 10 19 28 1 5 10 19 27
190 3 7ps1 run-bound-CDR-EpiVag-mpi-50-50 1 2 3 3 3 1 2 2 2 2 1 2 2 2 2
191 3 7ps1 run-bound-CDR-EpiVag-AA-mpi-50-50 1 5 10 15 20 1 5 10 15 15 1 5 10 14 14
192 3 7mrz run-bound-Para-Epi-mpi-50-50 1 5 10 20 28 1 5 10 20 23 1 4 7 11 13
193 3 7mrz run-bound-CDR-EpiVag-mpi-50-50 1 5 10 16 16 1 5 10 16 16 1 2 4 8 8
194 3 7mrz run-bound-CDR-EpiVag-AA-mpi-50-50 1 5 10 17 19 1 5 10 17 17 1 1 3 4 4
195 3 7dk2 run-bound-Para-Epi-mpi-50-50 1 5 10 20 35 1 5 10 20 26 1 5 10 20 20
196 3 7dk2 run-bound-CDR-EpiVag-mpi-50-50 1 5 8 12 12 1 5 5 5 5 1 5 5 5 5
197 3 7dk2 run-bound-CDR-EpiVag-AA-mpi-50-50 1 5 10 15 19 1 5 10 10 10 1 5 10 10 10
198 3 7seg run-bound-Para-Epi-mpi-50-50 1 5 9 19 37 1 5 9 19 35 1 5 9 18 30
199 3 7seg run-bound-CDR-EpiVag-mpi-50-50 0 3 4 4 4 0 3 4 4 4 0 3 4 4 4
200 3 7seg run-bound-CDR-EpiVag-AA-mpi-50-50 1 1 3 3 5 1 1 3 3 3 0 0 2 2 2
201 3 7so9 run-bound-Para-Epi-mpi-50-50 1 5 10 20 32 1 5 10 20 23 1 5 10 18 20
202 3 7so9 run-bound-CDR-EpiVag-mpi-50-50 1 2 2 2 3 1 2 2 2 2 1 1 1 1 1
203 3 7so9 run-bound-CDR-EpiVag-AA-mpi-50-50 0 2 2 3 4 0 1 1 1 1 0 0 0 0 0
204 3 7k7h run-bound-Para-Epi-mpi-50-50 1 5 10 18 20 1 5 10 16 16 1 3 6 10 10
205 3 7k7h run-bound-CDR-EpiVag-mpi-50-50 1 5 10 20 30 1 5 10 20 24 0 0 0 0 0
206 3 7k7h run-bound-CDR-EpiVag-AA-mpi-50-50 1 5 10 20 34 1 5 10 19 25 0 0 0 0 0
207 3 7ps0 run-bound-Para-Epi-mpi-50-50 1 5 9 19 29 1 5 9 19 26 0 3 7 13 17
208 3 7ps0 run-bound-CDR-EpiVag-mpi-50-50 1 4 8 17 27 1 4 7 16 24 1 4 7 15 23
209 3 7ps0 run-bound-CDR-EpiVag-AA-mpi-50-50 0 4 8 15 26 0 4 8 15 26 0 3 5 12 22
210 3 7n3c run-bound-Para-Epi-mpi-50-50 1 5 10 20 35 1 5 10 20 33 1 5 10 18 28
211 3 7n3c run-bound-CDR-EpiVag-mpi-50-50 1 5 10 20 27 1 5 10 20 26 1 3 6 10 13
212 3 7n3c run-bound-CDR-EpiVag-AA-mpi-50-50 1 5 10 16 21 1 5 10 15 17 1 3 6 8 10
213 3 7s4s run-bound-Para-Epi-mpi-50-50 1 5 10 19 29 1 5 10 14 14 1 5 10 13 13
214 3 7s4s run-bound-CDR-EpiVag-mpi-50-50 1 1 1 1 2 0 0 0 0 0 0 0 0 0 0
215 3 7s4s run-bound-CDR-EpiVag-AA-mpi-50-50 1 5 5 7 11 1 5 5 5 5 1 4 4 4 4
216 3 7kez run-bound-Para-Epi-mpi-50-50 1 5 10 20 35 1 5 10 20 31 1 5 10 20 27
217 3 7kez run-bound-CDR-EpiVag-mpi-50-50 1 5 9 19 35 1 5 9 19 30 1 5 9 19 30
218 3 7kez run-bound-CDR-EpiVag-AA-mpi-50-50 1 5 10 20 34 1 5 10 20 33 1 5 10 19 32
219 3 7n3d run-bound-Para-Epi-mpi-50-50 1 5 10 20 38 1 5 10 20 35 1 5 10 19 33
220 3 7n3d run-bound-CDR-EpiVag-mpi-50-50 1 5 10 20 22 1 5 10 20 21 0 3 8 15 15
221 3 7n3d run-bound-CDR-EpiVag-AA-mpi-50-50 1 5 9 18 33 1 5 9 18 28 0 0 1 2 4
222 3 7stz run-bound-Para-Epi-mpi-50-50 1 5 10 19 33 1 5 10 19 32 1 5 10 19 31
223 3 7stz run-bound-CDR-EpiVag-mpi-50-50 1 4 9 14 15 1 4 9 14 14 1 4 9 14 14
224 3 7stz run-bound-CDR-EpiVag-AA-mpi-50-50 1 5 9 15 18 1 5 9 15 15 1 5 9 13 13
225 3 7kf0 run-bound-Para-Epi-mpi-50-50 1 5 10 20 39 1 5 10 20 37 1 5 10 20 35
226 3 7kf0 run-bound-CDR-EpiVag-mpi-50-50 1 5 10 20 24 1 5 10 20 24 1 5 10 20 23
227 3 7kf0 run-bound-CDR-EpiVag-AA-mpi-50-50 1 5 10 19 26 1 5 9 18 23 1 5 8 17 22
228 3 7kf1 run-bound-Para-Epi-mpi-50-50 1 5 9 19 38 1 5 8 17 32 1 5 8 14 22
