,pdb,antigen,model_name,protocol,stage,topn,topn_dockq
3371,7msq,alphafold2,AlphaFold2,CDR-VagueEpi-AA,Refinement,10,0.177
3372,7msq,alphafold2,ABlooper,CDR-VagueEpi-AA,Refinement,1,0.074
3373,7msq,alphafold2,ABlooper,CDR-VagueEpi-AA,Refinement,10,0.259
3374,7msq,alphafold2,IgFold,CDR-VagueEpi-AA,Refinement,1,0.046
3375,7msq,alphafold2,IgFold,CDR-VagueEpi-AA,Refinement,10,0.145
3376,7msq,alphafold2,ABodyBuilder2,CDR-VagueEpi-AA,Clustering,1,0.233
3377,7msq,alphafold2,ABodyBuilder2,CDR-VagueEpi-AA,Clustering,10,0.233
3378,7msq,alphafold2,AlphaFold2,CDR-VagueEpi-AA,Clustering,1,0.042
3379,7msq,alphafold2,AlphaFold2,CDR-VagueEpi-AA,Clustering,10,0.078
3380,7msq,alphafold2,ABlooper,CDR-VagueEpi-AA,Clustering,1,0.041
3381,7msq,alphafold2,ABlooper,CDR-VagueEpi-AA,Clustering,10,0.18
3382,7msq,alphafold2,IgFold,CDR-VagueEpi-AA,Clustering,1,0.02
3383,7msq,alphafold2,IgFold,CDR-VagueEpi-AA,Clustering,10,0.03
3384,7msq,alphafold2,ABodyBuilder2,Para-Epi,Rigid-body,1,0.118
3385,7msq,alphafold2,ABodyBuilder2,Para-Epi,Rigid-body,10,0.257
3386,7msq,alphafold2,AlphaFold2,Para-Epi,Rigid-body,1,0.118
3387,7msq,alphafold2,AlphaFold2,Para-Epi,Rigid-body,10,0.125
3388,7msq,alphafold2,ABlooper,Para-Epi,Rigid-body,1,0.147
3389,7msq,alphafold2,ABlooper,Para-Epi,Rigid-body,10,0.148
3390,7msq,alphafold2,IgFold,Para-Epi,Rigid-body,1,0.157
3391,7msq,alphafold2,IgFold,Para-Epi,Rigid-body,10,0.157
3392,7msq,alphafold2,ABodyBuilder2,Para-Epi,Refinement,1,0.058
3393,7msq,alphafold2,ABodyBuilder2,Para-Epi,Refinement,10,0.321
3394,7msq,alphafold2,AlphaFold2,Para-Epi,Refinement,1,0.064
3395,7msq,alphafold2,AlphaFold2,Para-Epi,Refinement,10,0.172
3396,7msq,alphafold2,ABlooper,Para-Epi,Refinement,1,0.153
3397,7msq,alphafold2,ABlooper,Para-Epi,Refinement,10,0.166
3398,7msq,alphafold2,IgFold,Para-Epi,Refinement,1,0.049
3399,7msq,alphafold2,IgFold,Para-Epi,Refinement,10,0.216
3400,7msq,alphafold2,ABodyBuilder2,Para-Epi,Clustering,1,0.152
3401,7msq,alphafold2,ABodyBuilder2,Para-Epi,Clustering,10,0.2
3402,7msq,alphafold2,AlphaFold2,Para-Epi,Clustering,1,0.097
3403,7msq,alphafold2,AlphaFold2,Para-Epi,Clustering,10,0.158
3404,7msq,alphafold2,ABlooper,Para-Epi,Clustering,1,0.153
3405,7msq,alphafold2,ABlooper,Para-Epi,Clustering,10,0.166
3406,7msq,alphafold2,IgFold,Para-Epi,Clustering,1,0.102
3407,7msq,alphafold2,IgFold,Para-Epi,Clustering,10,0.102
3408,7msq,experimental,ABodyBuilder2,CDR-VagueEpi-AA,Rigid-body,1,0.052
3409,7msq,experimental,ABodyBuilder2,CDR-VagueEpi-AA,Rigid-body,10,0.321
3410,7msq,experimental,AlphaFold2,CDR-VagueEpi-AA,Rigid-body,1,0.058
3411,7msq,experimental,AlphaFold2,CDR-VagueEpi-AA,Rigid-body,10,0.141
3412,7msq,experimental,ABlooper,CDR-VagueEpi-AA,Rigid-body,1,0.052
3413,7msq,experimental,ABlooper,CDR-VagueEpi-AA,Rigid-body,10,0.236
3414,7msq,experimental,IgFold,CDR-VagueEpi-AA,Rigid-body,1,0.049
3415,7msq,experimental,IgFold,CDR-VagueEpi-AA,Rigid-body,10,0.109
3416,7msq,experimental,ABodyBuilder2,CDR-VagueEpi-AA,Refinement,1,0.286
3417,7msq,experimental,ABodyBuilder2,CDR-VagueEpi-AA,Refinement,10,0.339
3418,7msq,experimental,AlphaFold2,CDR-VagueEpi-AA,Refinement,1,0.092
3419,7msq,experimental,AlphaFold2,CDR-VagueEpi-AA,Refinement,10,0.151
3420,7msq,experimental,ABlooper,CDR-VagueEpi-AA,Refinement,1,0.052
3421,7msq,experimental,ABlooper,CDR-VagueEpi-AA,Refinement,10,0.257
3422,7msq,experimental,IgFold,CDR-VagueEpi-AA,Refinement,1,0.085
3423,7msq,experimental,IgFold,CDR-VagueEpi-AA,Refinement,10,0.132
3424,7msq,experimental,ABodyBuilder2,CDR-VagueEpi-AA,Clustering,1,0.286
3425,7msq,experimental,ABodyBuilder2,CDR-VagueEpi-AA,Clustering,10,0.286
3426,7msq,experimental,AlphaFold2,CDR-VagueEpi-AA,Clustering,1,0.092
3427,7msq,experimental,AlphaFold2,CDR-VagueEpi-AA,Clustering,10,0.151
3428,7msq,experimental,ABlooper,CDR-VagueEpi-AA,Clustering,1,0.052
3429,7msq,experimental,ABlooper,CDR-VagueEpi-AA,Clustering,10,0.143
3430,7msq,experimental,IgFold,CDR-VagueEpi-AA,Clustering,1,0.02
3431,7msq,experimental,IgFold,CDR-VagueEpi-AA,Clustering,10,0.065
3432,7msq,experimental,ABodyBuilder2,Para-Epi,Rigid-body,1,0.052
3433,7msq,experimental,ABodyBuilder2,Para-Epi,Rigid-body,10,0.207
3434,7msq,experimental,AlphaFold2,Para-Epi,Rigid-body,1,0.211
3435,7msq,experimental,AlphaFold2,Para-Epi,Rigid-body,10,0.211
3436,7msq,experimental,ABlooper,Para-Epi,Rigid-body,1,0.128
3437,7msq,experimental,ABlooper,Para-Epi,Rigid-body,10,0.226
3438,7msq,experimental,IgFold,Para-Epi,Rigid-body,1,0.116
3439,7msq,experimental,IgFold,Para-Epi,Rigid-body,10,0.176
3440,7msq,experimental,ABodyBuilder2,Para-Epi,Refinement,1,0.296
3441,7msq,experimental,ABodyBuilder2,Para-Epi,Refinement,10,0.38
3442,7msq,experimental,AlphaFold2,Para-Epi,Refinement,1,0.084
3443,7msq,experimental,AlphaFold2,Para-Epi,Refinement,10,0.214
3444,7msq,experimental,ABlooper,Para-Epi,Refinement,1,0.174
3445,7msq,experimental,ABlooper,Para-Epi,Refinement,10,0.279
3446,7msq,experimental,IgFold,Para-Epi,Refinement,1,0.065
3447,7msq,experimental,IgFold,Para-Epi,Refinement,10,0.164
3448,7msq,experimental,ABodyBuilder2,Para-Epi,Clustering,1,0.287
3449,7msq,experimental,ABodyBuilder2,Para-Epi,Clustering,10,0.38
3450,7msq,experimental,AlphaFold2,Para-Epi,Clustering,1,0.098
3451,7msq,experimental,AlphaFold2,Para-Epi,Clustering,10,0.127
3452,7msq,experimental,ABlooper,Para-Epi,Clustering,1,0.174
3453,7msq,experimental,ABlooper,Para-Epi,Clustering,10,0.177
3454,7msq,experimental,IgFold,Para-Epi,Clustering,1,0.065
3455,7msq,experimental,IgFold,Para-Epi,Clustering,10,0.16
3456,7l7r,alphafold2,ABodyBuilder2,CDR-VagueEpi-AA,Rigid-body,1,0.506
3457,7l7r,alphafold2,ABodyBuilder2,CDR-VagueEpi-AA,Rigid-body,10,0.522
3458,7l7r,alphafold2,AlphaFold2,CDR-VagueEpi-AA,Rigid-body,1,0.192
3459,7l7r,alphafold2,AlphaFold2,CDR-VagueEpi-AA,Rigid-body,10,0.381
3460,7l7r,alphafold2,ABlooper,CDR-VagueEpi-AA,Rigid-body,1,0.038
3461,7l7r,alphafold2,ABlooper,CDR-VagueEpi-AA,Rigid-body,10,0.272
3462,7l7r,alphafold2,IgFold,CDR-VagueEpi-AA,Rigid-body,1,0.037
3463,7l7r,alphafold2,IgFold,CDR-VagueEpi-AA,Rigid-body,10,0.25
3464,7l7r,alphafold2,ABodyBuilder2,CDR-VagueEpi-AA,Refinement,1,0.021
3465,7l7r,alphafold2,ABodyBuilder2,CDR-VagueEpi-AA,Refinement,10,0.581
3466,7l7r,alphafold2,AlphaFold2,CDR-VagueEpi-AA,Refinement,1,0.105
3467,7l7r,alphafold2,AlphaFold2,CDR-VagueEpi-AA,Refinement,10,0.518
3468,7l7r,alphafold2,ABlooper,CDR-VagueEpi-AA,Refinement,1,0.051
3469,7l7r,alphafold2,ABlooper,CDR-VagueEpi-AA,Refinement,10,0.314
3470,7l7r,alphafold2,IgFold,CDR-VagueEpi-AA,Refinement,1,0.506
3471,7l7r,alphafold2,IgFold,CDR-VagueEpi-AA,Refinement,10,0.57
3472,7l7r,alphafold2,ABodyBuilder2,CDR-VagueEpi-AA,Clustering,1,0.545
3473,7l7r,alphafold2,ABodyBuilder2,CDR-VagueEpi-AA,Clustering,10,0.581
3474,7l7r,alphafold2,AlphaFold2,CDR-VagueEpi-AA,Clustering,1,0.503
3475,7l7r,alphafold2,AlphaFold2,CDR-VagueEpi-AA,Clustering,10,0.518
3476,7l7r,alphafold2,ABlooper,CDR-VagueEpi-AA,Clustering,1,0.287
3477,7l7r,alphafold2,ABlooper,CDR-VagueEpi-AA,Clustering,10,0.466
3478,7l7r,alphafold2,IgFold,CDR-VagueEpi-AA,Clustering,1,0.506
3479,7l7r,alphafold2,IgFold,CDR-VagueEpi-AA,Clustering,10,0.57
3480,7l7r,alphafold2,ABodyBuilder2,Para-Epi,Rigid-body,1,0.394
3481,7l7r,alphafold2,ABodyBuilder2,Para-Epi,Rigid-body,10,0.455
3482,7l7r,alphafold2,AlphaFold2,Para-Epi,Rigid-body,1,0.329
3483,7l7r,alphafold2,AlphaFold2,Para-Epi,Rigid-body,10,0.36
3484,7l7r,alphafold2,ABlooper,Para-Epi,Rigid-body,1,0.141
3485,7l7r,alphafold2,ABlooper,Para-Epi,Rigid-body,10,0.43
3486,7l7r,alphafold2,IgFold,Para-Epi,Rigid-body,1,0.026
3487,7l7r,alphafold2,IgFold,Para-Epi,Rigid-body,10,0.383
3488,7l7r,alphafold2,ABodyBuilder2,Para-Epi,Refinement,1,0.506
3489,7l7r,alphafold2,ABodyBuilder2,Para-Epi,Refinement,10,0.522
3490,7l7r,alphafold2,AlphaFold2,Para-Epi,Refinement,1,0.552
3491,7l7r,alphafold2,AlphaFold2,Para-Epi,Refinement,10,0.552
3492,7l7r,alphafold2,ABlooper,Para-Epi,Refinement,1,0.06
3493,7l7r,alphafold2,ABlooper,Para-Epi,Refinement,10,0.286
3494,7l7r,alphafold2,IgFold,Para-Epi,Refinement,1,0.481
3495,7l7r,alphafold2,IgFold,Para-Epi,Refinement,10,0.481
3496,7l7r,alphafold2,ABodyBuilder2,Para-Epi,Clustering,1,0.506
3497,7l7r,alphafold2,ABodyBuilder2,Para-Epi,Clustering,10,0.522
3498,7l7r,alphafold2,AlphaFold2,Para-Epi,Clustering,1,0.552
3499,7l7r,alphafold2,AlphaFold2,Para-Epi,Clustering,10,0.552
3500,7l7r,alphafold2,ABlooper,Para-Epi,Clustering,1,0.066
3501,7l7r,alphafold2,ABlooper,Para-Epi,Clustering,10,0.287
3502,7l7r,alphafold2,IgFold,Para-Epi,Clustering,1,0.481
3503,7l7r,alphafold2,IgFold,Para-Epi,Clustering,10,0.481
3504,7l7r,experimental,ABodyBuilder2,CDR-VagueEpi-AA,Rigid-body,1,0.02
3505,7l7r,experimental,ABodyBuilder2,CDR-VagueEpi-AA,Rigid-body,10,0.567
3506,7l7r,experimental,AlphaFold2,CDR-VagueEpi-AA,Rigid-body,1,0.802
3507,7l7r,experimental,AlphaFold2,CDR-VagueEpi-AA,Rigid-body,10,0.854
3508,7l7r,experimental,ABlooper,CDR-VagueEpi-AA,Rigid-body,1,0.044
3509,7l7r,experimental,ABlooper,CDR-VagueEpi-AA,Rigid-body,10,0.376
3510,7l7r,experimental,IgFold,CDR-VagueEpi-AA,Rigid-body,1,0.026
3511,7l7r,experimental,IgFold,CDR-VagueEpi-AA,Rigid-body,10,0.516
3512,7l7r,experimental,ABodyBuilder2,CDR-VagueEpi-AA,Refinement,1,0.652
3513,7l7r,experimental,ABodyBuilder2,CDR-VagueEpi-AA,Refinement,10,0.652
3514,7l7r,experimental,AlphaFold2,CDR-VagueEpi-AA,Refinement,1,0.667
3515,7l7r,experimental,AlphaFold2,CDR-VagueEpi-AA,Refinement,10,0.853
3516,7l7r,experimental,ABlooper,CDR-VagueEpi-AA,Refinement,1,0.049
3517,7l7r,experimental,ABlooper,CDR-VagueEpi-AA,Refinement,10,0.375
3518,7l7r,experimental,IgFold,CDR-VagueEpi-AA,Refinement,1,0.055
3519,7l7r,experimental,IgFold,CDR-VagueEpi-AA,Refinement,10,0.727
3520,7l7r,experimental,ABodyBuilder2,CDR-VagueEpi-AA,Clustering,1,0.652
3521,7l7r,experimental,ABodyBuilder2,CDR-VagueEpi-AA,Clustering,10,0.652
3522,7l7r,experimental,AlphaFold2,CDR-VagueEpi-AA,Clustering,1,0.667
3523,7l7r,experimental,AlphaFold2,CDR-VagueEpi-AA,Clustering,10,0.853
3524,7l7r,experimental,ABlooper,CDR-VagueEpi-AA,Clustering,1,0.375
3525,7l7r,experimental,ABlooper,CDR-VagueEpi-AA,Clustering,10,0.511
3526,7l7r,experimental,IgFold,CDR-VagueEpi-AA,Clustering,1,0.055
3527,7l7r,experimental,IgFold,CDR-VagueEpi-AA,Clustering,10,0.727
3528,7l7r,experimental,ABodyBuilder2,Para-Epi,Rigid-body,1,0.514
3529,7l7r,experimental,ABodyBuilder2,Para-Epi,Rigid-body,10,0.554
3530,7l7r,experimental,AlphaFold2,Para-Epi,Rigid-body,1,0.672
3531,7l7r,experimental,AlphaFold2,Para-Epi,Rigid-body,10,0.777
3532,7l7r,experimental,ABlooper,Para-Epi,Rigid-body,1,0.311
3533,7l7r,experimental,ABlooper,Para-Epi,Rigid-body,10,0.418
3534,7l7r,experimental,IgFold,Para-Epi,Rigid-body,1,0.033
3535,7l7r,experimental,IgFold,Para-Epi,Rigid-body,10,0.576
3536,7l7r,experimental,ABodyBuilder2,Para-Epi,Refinement,1,0.629
3537,7l7r,experimental,ABodyBuilder2,Para-Epi,Refinement,10,0.696
3538,7l7r,experimental,AlphaFold2,Para-Epi,Refinement,1,0.879
3539,7l7r,experimental,AlphaFold2,Para-Epi,Refinement,10,0.879
3540,7l7r,experimental,ABlooper,Para-Epi,Refinement,1,0.038
3541,7l7r,experimental,ABlooper,Para-Epi,Refinement,10,0.267
3542,7l7r,experimental,IgFold,Para-Epi,Refinement,1,0.596
3543,7l7r,experimental,IgFold,Para-Epi,Refinement,10,0.678
3544,7l7r,experimental,ABodyBuilder2,Para-Epi,Clustering,1,0.629
3545,7l7r,experimental,ABodyBuilder2,Para-Epi,Clustering,10,0.696
3546,7l7r,experimental,AlphaFold2,Para-Epi,Clustering,1,0.879
3547,7l7r,experimental,AlphaFold2,Para-Epi,Clustering,10,0.879
3548,7l7r,experimental,ABlooper,Para-Epi,Clustering,1,0.244
3549,7l7r,experimental,ABlooper,Para-Epi,Clustering,10,0.429
3550,7l7r,experimental,IgFold,Para-Epi,Clustering,1,0.596
3551,7l7r,experimental,IgFold,Para-Epi,Clustering,10,0.678
3552,7rfb,alphafold2,ABodyBuilder2,CDR-VagueEpi-AA,Rigid-body,1,0.065
3553,7rfb,alphafold2,ABodyBuilder2,CDR-VagueEpi-AA,Rigid-body,10,0.065
3554,7rfb,alphafold2,AlphaFold2,CDR-VagueEpi-AA,Rigid-body,1,0.044
3555,7rfb,alphafold2,AlphaFold2,CDR-VagueEpi-AA,Rigid-body,10,0.102
3556,7rfb,alphafold2,ABlooper,CDR-VagueEpi-AA,Rigid-body,1,0.063
3557,7rfb,alphafold2,ABlooper,CDR-VagueEpi-AA,Rigid-body,10,0.207
3558,7rfb,alphafold2,IgFold,CDR-VagueEpi-AA,Rigid-body,1,0.38
3559,7rfb,alphafold2,IgFold,CDR-VagueEpi-AA,Rigid-body,10,0.619
3560,7rfb,alphafold2,ABodyBuilder2,CDR-VagueEpi-AA,Refinement,1,0.07
3561,7rfb,alphafold2,ABodyBuilder2,CDR-VagueEpi-AA,Refinement,10,0.07
3562,7rfb,alphafold2,AlphaFold2,CDR-VagueEpi-AA,Refinement,1,0.097
3563,7rfb,alphafold2,AlphaFold2,CDR-VagueEpi-AA,Refinement,10,0.107
3564,7rfb,alphafold2,ABlooper,CDR-VagueEpi-AA,Refinement,1,0.064
3565,7rfb,alphafold2,ABlooper,CDR-VagueEpi-AA,Refinement,10,0.199
3566,7rfb,alphafold2,IgFold,CDR-VagueEpi-AA,Refinement,1,0.446
3567,7rfb,alphafold2,IgFold,CDR-VagueEpi-AA,Refinement,10,0.645
3568,7rfb,alphafold2,ABodyBuilder2,CDR-VagueEpi-AA,Clustering,1,0.043
3569,7rfb,alphafold2,ABodyBuilder2,CDR-VagueEpi-AA,Clustering,10,0.091
3570,7rfb,alphafold2,AlphaFold2,CDR-VagueEpi-AA,Clustering,1,0.097
3571,7rfb,alphafold2,AlphaFold2,CDR-VagueEpi-AA,Clustering,10,0.107
3572,7rfb,alphafold2,ABlooper,CDR-VagueEpi-AA,Clustering,1,0.064
3573,7rfb,alphafold2,ABlooper,CDR-VagueEpi-AA,Clustering,10,0.199
3574,7rfb,alphafold2,IgFold,CDR-VagueEpi-AA,Clustering,1,0.446
3575,7rfb,alphafold2,IgFold,CDR-VagueEpi-AA,Clustering,10,0.645
3576,7rfb,alphafold2,ABodyBuilder2,Para-Epi,Rigid-body,1,0.306
3577,7rfb,alphafold2,ABodyBuilder2,Para-Epi,Rigid-body,10,0.306
3578,7rfb,alphafold2,AlphaFold2,Para-Epi,Rigid-body,1,0.184
3579,7rfb,alphafold2,AlphaFold2,Para-Epi,Rigid-body,10,0.184
3580,7rfb,alphafold2,ABlooper,Para-Epi,Rigid-body,1,0.198
3581,7rfb,alphafold2,ABlooper,Para-Epi,Rigid-body,10,0.21
3582,7rfb,alphafold2,IgFold,Para-Epi,Rigid-body,1,0.375
3583,7rfb,alphafold2,IgFold,Para-Epi,Rigid-body,10,0.39
3584,7rfb,alphafold2,ABodyBuilder2,Para-Epi,Refinement,1,0.387
3585,7rfb,alphafold2,ABodyBuilder2,Para-Epi,Refinement,10,0.415
3586,7rfb,alphafold2,AlphaFold2,Para-Epi,Refinement,1,0.206
3587,7rfb,alphafold2,AlphaFold2,Para-Epi,Refinement,10,0.421
3588,7rfb,alphafold2,ABlooper,Para-Epi,Refinement,1,0.099
3589,7rfb,alphafold2,ABlooper,Para-Epi,Refinement,10,0.241
3590,7rfb,alphafold2,IgFold,Para-Epi,Refinement,1,0.385
3591,7rfb,alphafold2,IgFold,Para-Epi,Refinement,10,0.473
3592,7rfb,alphafold2,ABodyBuilder2,Para-Epi,Clustering,1,0.387
3593,7rfb,alphafold2,ABodyBuilder2,Para-Epi,Clustering,10,0.415
3594,7rfb,alphafold2,AlphaFold2,Para-Epi,Clustering,1,0.206
3595,7rfb,alphafold2,AlphaFold2,Para-Epi,Clustering,10,0.421
3596,7rfb,alphafold2,ABlooper,Para-Epi,Clustering,1,0.099
3597,7rfb,alphafold2,ABlooper,Para-Epi,Clustering,10,0.241
3598,7rfb,alphafold2,IgFold,Para-Epi,Clustering,1,0.385
3599,7rfb,alphafold2,IgFold,Para-Epi,Clustering,10,0.473
3600,7rfb,experimental,ABodyBuilder2,CDR-VagueEpi-AA,Rigid-body,1,0.057
3601,7rfb,experimental,ABodyBuilder2,CDR-VagueEpi-AA,Rigid-body,10,0.294
3602,7rfb,experimental,AlphaFold2,CDR-VagueEpi-AA,Rigid-body,1,0.061
3603,7rfb,experimental,AlphaFold2,CDR-VagueEpi-AA,Rigid-body,10,0.304
3604,7rfb,experimental,ABlooper,CDR-VagueEpi-AA,Rigid-body,1,0.052
3605,7rfb,experimental,ABlooper,CDR-VagueEpi-AA,Rigid-body,10,0.335
3606,7rfb,experimental,IgFold,CDR-VagueEpi-AA,Rigid-body,1,0.359
3607,7rfb,experimental,IgFold,CDR-VagueEpi-AA,Rigid-body,10,0.367
3608,7rfb,experimental,ABodyBuilder2,CDR-VagueEpi-AA,Refinement,1,0.044
3609,7rfb,experimental,ABodyBuilder2,CDR-VagueEpi-AA,Refinement,10,0.38
3610,7rfb,experimental,AlphaFold2,CDR-VagueEpi-AA,Refinement,1,0.065
3611,7rfb,experimental,AlphaFold2,CDR-VagueEpi-AA,Refinement,10,0.241
3612,7rfb,experimental,ABlooper,CDR-VagueEpi-AA,Refinement,1,0.066
3613,7rfb,experimental,ABlooper,CDR-VagueEpi-AA,Refinement,10,0.349
3614,7rfb,experimental,IgFold,CDR-VagueEpi-AA,Refinement,1,0.457
3615,7rfb,experimental,IgFold,CDR-VagueEpi-AA,Refinement,10,0.457
3616,7rfb,experimental,ABodyBuilder2,CDR-VagueEpi-AA,Clustering,1,0.044
3617,7rfb,experimental,ABodyBuilder2,CDR-VagueEpi-AA,Clustering,10,0.084
3618,7rfb,experimental,AlphaFold2,CDR-VagueEpi-AA,Clustering,1,0.174
3619,7rfb,experimental,AlphaFold2,CDR-VagueEpi-AA,Clustering,10,0.318
3620,7rfb,experimental,ABlooper,CDR-VagueEpi-AA,Clustering,1,0.066
3621,7rfb,experimental,ABlooper,CDR-VagueEpi-AA,Clustering,10,0.351
3622,7rfb,experimental,IgFold,CDR-VagueEpi-AA,Clustering,1,0.457
3623,7rfb,experimental,IgFold,CDR-VagueEpi-AA,Clustering,10,0.457
3624,7rfb,experimental,ABodyBuilder2,Para-Epi,Rigid-body,1,0.29
3625,7rfb,experimental,ABodyBuilder2,Para-Epi,Rigid-body,10,0.303
3626,7rfb,experimental,AlphaFold2,Para-Epi,Rigid-body,1,0.249
3627,7rfb,experimental,AlphaFold2,Para-Epi,Rigid-body,10,0.293
3628,7rfb,experimental,ABlooper,Para-Epi,Rigid-body,1,0.234
3629,7rfb,experimental,ABlooper,Para-Epi,Rigid-body,10,0.338
3630,7rfb,experimental,IgFold,Para-Epi,Rigid-body,1,0.328
3631,7rfb,experimental,IgFold,Para-Epi,Rigid-body,10,0.398
3632,7rfb,experimental,ABodyBuilder2,Para-Epi,Refinement,1,0.363
3633,7rfb,experimental,ABodyBuilder2,Para-Epi,Refinement,10,0.373
3634,7rfb,experimental,AlphaFold2,Para-Epi,Refinement,1,0.32
3635,7rfb,experimental,AlphaFold2,Para-Epi,Refinement,10,0.343
3636,7rfb,experimental,ABlooper,Para-Epi,Refinement,1,0.08
3637,7rfb,experimental,ABlooper,Para-Epi,Refinement,10,0.343
3638,7rfb,experimental,IgFold,Para-Epi,Refinement,1,0.467
3639,7rfb,experimental,IgFold,Para-Epi,Refinement,10,0.505
3640,7rfb,experimental,ABodyBuilder2,Para-Epi,Clustering,1,0.363
3641,7rfb,experimental,ABodyBuilder2,Para-Epi,Clustering,10,0.363
3642,7rfb,experimental,AlphaFold2,Para-Epi,Clustering,1,0.32
3643,7rfb,experimental,AlphaFold2,Para-Epi,Clustering,10,0.343
3644,7rfb,experimental,ABlooper,Para-Epi,Clustering,1,0.311
3645,7rfb,experimental,ABlooper,Para-Epi,Clustering,10,0.343
3646,7rfb,experimental,IgFold,Para-Epi,Clustering,1,0.467
3647,7rfb,experimental,IgFold,Para-Epi,Clustering,10,0.505
3648,7n4i,alphafold2,ABodyBuilder2,CDR-VagueEpi-AA,Rigid-body,1,0.036
3649,7n4i,alphafold2,ABodyBuilder2,CDR-VagueEpi-AA,Rigid-body,10,0.304
3650,7n4i,alphafold2,AlphaFold2,CDR-VagueEpi-AA,Rigid-body,1,0.054
3651,7n4i,alphafold2,AlphaFold2,CDR-VagueEpi-AA,Rigid-body,10,0.139
3652,7n4i,alphafold2,ABlooper,CDR-VagueEpi-AA,Rigid-body,1,0.054
3653,7n4i,alphafold2,ABlooper,CDR-VagueEpi-AA,Rigid-body,10,0.127
3654,7n4i,alphafold2,IgFold,CDR-VagueEpi-AA,Rigid-body,1,0.059
3655,7n4i,alphafold2,IgFold,CDR-VagueEpi-AA,Rigid-body,10,0.38
3656,7n4i,alphafold2,ABodyBuilder2,CDR-VagueEpi-AA,Refinement,1,0.19
3657,7n4i,alphafold2,ABodyBuilder2,CDR-VagueEpi-AA,Refinement,10,0.376
3658,7n4i,alphafold2,AlphaFold2,CDR-VagueEpi-AA,Refinement,1,0.1
3659,7n4i,alphafold2,AlphaFold2,CDR-VagueEpi-AA,Refinement,10,0.102
3660,7n4i,alphafold2,ABlooper,CDR-VagueEpi-AA,Refinement,1,0.124
3661,7n4i,alphafold2,ABlooper,CDR-VagueEpi-AA,Refinement,10,0.183
3662,7n4i,alphafold2,IgFold,CDR-VagueEpi-AA,Refinement,1,0.087
3663,7n4i,alphafold2,IgFold,CDR-VagueEpi-AA,Refinement,10,0.393
3664,7n4i,alphafold2,ABodyBuilder2,CDR-VagueEpi-AA,Clustering,1,0.307
3665,7n4i,alphafold2,ABodyBuilder2,CDR-VagueEpi-AA,Clustering,10,0.376
3666,7n4i,alphafold2,AlphaFold2,CDR-VagueEpi-AA,Clustering,1,0.102
3667,7n4i,alphafold2,AlphaFold2,CDR-VagueEpi-AA,Clustering,10,0.102
3668,7n4i,alphafold2,ABlooper,CDR-VagueEpi-AA,Clustering,1,0.036
3669,7n4i,alphafold2,ABlooper,CDR-VagueEpi-AA,Clustering,10,0.086
3670,7n4i,alphafold2,IgFold,CDR-VagueEpi-AA,Clustering,1,0.087
3671,7n4i,alphafold2,IgFold,CDR-VagueEpi-AA,Clustering,10,0.095
3672,7n4i,alphafold2,ABodyBuilder2,Para-Epi,Rigid-body,1,0.031
3673,7n4i,alphafold2,ABodyBuilder2,Para-Epi,Rigid-body,10,0.307
3674,7n4i,alphafold2,AlphaFold2,Para-Epi,Rigid-body,1,0.054
3675,7n4i,alphafold2,AlphaFold2,Para-Epi,Rigid-body,10,0.42
3676,7n4i,alphafold2,ABlooper,Para-Epi,Rigid-body,1,0.05
3677,7n4i,alphafold2,ABlooper,Para-Epi,Rigid-body,10,0.29
3678,7n4i,alphafold2,IgFold,Para-Epi,Rigid-body,1,0.415
3679,7n4i,alphafold2,IgFold,Para-Epi,Rigid-body,10,0.43
3680,7n4i,alphafold2,ABodyBuilder2,Para-Epi,Refinement,1,0.356
3681,7n4i,alphafold2,ABodyBuilder2,Para-Epi,Refinement,10,0.394
3682,7n4i,alphafold2,AlphaFold2,Para-Epi,Refinement,1,0.466
3683,7n4i,alphafold2,AlphaFold2,Para-Epi,Refinement,10,0.624
3684,7n4i,alphafold2,ABlooper,Para-Epi,Refinement,1,0.052
3685,7n4i,alphafold2,ABlooper,Para-Epi,Refinement,10,0.374
3686,7n4i,alphafold2,IgFold,Para-Epi,Refinement,1,0.56
3687,7n4i,alphafold2,IgFold,Para-Epi,Refinement,10,0.626
3688,7n4i,alphafold2,ABodyBuilder2,Para-Epi,Clustering,1,0.356
3689,7n4i,alphafold2,ABodyBuilder2,Para-Epi,Clustering,10,0.394
3690,7n4i,alphafold2,AlphaFold2,Para-Epi,Clustering,1,0.466
3691,7n4i,alphafold2,AlphaFold2,Para-Epi,Clustering,10,0.624
3692,7n4i,alphafold2,ABlooper,Para-Epi,Clustering,1,0.052
3693,7n4i,alphafold2,ABlooper,Para-Epi,Clustering,10,0.374
3694,7n4i,alphafold2,IgFold,Para-Epi,Clustering,1,0.56
3695,7n4i,alphafold2,IgFold,Para-Epi,Clustering,10,0.626
3696,7n4i,experimental,ABodyBuilder2,CDR-VagueEpi-AA,Rigid-body,1,0.247
3697,7n4i,experimental,ABodyBuilder2,CDR-VagueEpi-AA,Rigid-body,10,0.247
3698,7n4i,experimental,AlphaFold2,CDR-VagueEpi-AA,Rigid-body,1,0.036
3699,7n4i,experimental,AlphaFold2,CDR-VagueEpi-AA,Rigid-body,10,0.596
3700,7n4i,experimental,ABlooper,CDR-VagueEpi-AA,Rigid-body,1,0.093
3701,7n4i,experimental,ABlooper,CDR-VagueEpi-AA,Rigid-body,10,0.112
